identifier,voice_characteristics,gender,age,accent,speech_rate
USA_Los Angeles_Male_43_Normal,"43 year old male with baritone, well-developed voice. West Coast American accent with minimal regional markers. Clear, relaxed speech at moderate speed with expressive pitch.",Male,43,Westcoast US,Normal
USA_New York_Male_19_Slow,"19 year old male with smooth, energetic voice. East Coast American accent with faster rhythm. Clear, confident speech at measured speed with animated pitch.",Male,19,Eastcoast US,Slow
USA_New York_Male_25_Normal,"25 year old male with strong, energetic voice. East Coast American accent with non-rhotic tendencies. Clear, neutral speech at measured speed with expressive pitch.",Male,25,Eastcoast US,Normal
IND_Delhi_Female_21_Normal,"21 year old female with soprano, vibrant voice. Indian accent with distinctive stress patterns. Clear, relaxed speech at conversational speed with expressive pitch.",Female,21,India,Normal
USA_Los Angeles_Male_30_Fast,"30 year old male with resonant, vibrant voice. West Coast American accent with California vowel shift. Clear, friendly speech at quick speed with expressive pitch.",Male,30,Westcoast US,Fast
USA_Chicago_Female_23_Fast,"23 year old female with rich, energetic voice. Midwestern American accent with clear 'r' pronunciation. Clear, calm speech at brisk speed with animated pitch.",Female,23,Midwest US,Fast
USA_New York_Female_33_Normal,"33 year old female with smooth, mature voice. East Coast American accent with faster rhythm. Clear, confident speech at conversational speed with moderate pitch variation.",Female,33,Eastcoast US,Normal
UK_London_Male_20_Slow,"20 year old male with resonant, vibrant voice. British English accent with t-glottalization. Clear, enthusiastic speech at deliberate speed with minimal pitch variation.",Male,20,England,Slow
USA_New York_Female_19_Fast,"19 year old female with clear, vibrant voice. East Coast American accent with strong consonants. Clear, relaxed speech at accelerated speed with minimal pitch variation.",Female,19,Eastcoast US,Fast
USA_Chicago_Female_34_Normal,"34 year old female with soprano, confident voice. Midwestern American accent with clear 'r' pronunciation. Clear, relaxed speech at measured speed with minimal pitch variation.",Female,34,Midwest US,Normal
USA_New York_Male_27_Normal,"27 year old male with rich, confident voice. East Coast American accent with non-rhotic tendencies. Clear, neutral speech at standard speed with monotone.",Male,27,Eastcoast US,Normal
USA_Chicago_Male_37_Fast,"37 year old male with smooth, well-developed voice. Midwestern American accent with nasal qualities. Clear, friendly speech at accelerated speed with minimal pitch variation.",Male,37,Midwest US,Fast
USA_Chicago_Male_40_Fast,"40 year old male with deep, mature voice. Midwestern American accent with nasal qualities. Clear, thoughtful speech at accelerated speed with expressive pitch.",Male,40,Midwest US,Fast
USA_Chicago_Male_34_Fast,"34 year old male with resonant, energetic voice. Midwestern American accent with flat 'a' sounds. Clear, relaxed speech at brisk speed with minimal pitch variation.",Male,34,Midwest US,Fast
USA_New York_Female_60_Slow,"60 year old female with alto, experienced voice. East Coast American accent with strong consonants. Clear, thoughtful speech at leisurely speed with expressive pitch.",Female,60,Eastcoast US,Slow
USA_Miami_Female_59_Fast,"59 year old female with soft, mature voice. Latin American accent with Spanish-influenced rhythm. Clear, enthusiastic speech at swift speed with monotone.",Female,59,Latin,Fast
USA_New York_Female_32_Slow,"32 year old female with alto, vibrant voice. East Coast American accent with non-rhotic tendencies. Clear, thoughtful speech at deliberate speed with monotone.",Female,32,Eastcoast US,Slow
USA_New York_Male_17_Normal,"17 year old male with deep, fresh voice. East Coast American accent with distinctive vowel sounds. Clear, friendly speech at conversational speed with animated pitch.",Male,17,Eastcoast US,Normal
UK_London_Female_42_Normal,"42 year old female with bright, well-developed voice. British English accent with t-glottalization. Clear, relaxed speech at standard speed with expressive pitch.",Female,42,England,Normal
USA_New York_Male_54_Slow,"54 year old male with resonant, seasoned voice. East Coast American accent with distinctive vowel sounds. Clear, neutral speech at deliberate speed with animated pitch.",Male,54,Eastcoast US,Slow
USA_Chicago_Female_16_Fast,"16 year old female with soprano, youthful voice. Midwestern American accent with nasal qualities. Clear, enthusiastic speech at brisk speed with monotone.",Female,16,Midwest US,Fast
USA_Los Angeles_Female_38_Fast,"38 year old female with bright, established voice. West Coast American accent with California vowel shift. Clear, neutral speech at quick speed with animated pitch.",Female,38,Westcoast US,Fast
USA_Los Angeles_Female_34_Fast,"34 year old female with melodic, energetic voice. West Coast American accent with minimal regional markers. Clear, calm speech at quick speed with monotone.",Female,34,Westcoast US,Fast
AUS_Sydney_Female_46_Normal,"46 year old female with resonant, mature voice. Australian accent with non-rhotic pronunciation. Clear, professional speech at measured speed with moderate pitch variation.",Female,46,Australia,Normal
USA_Los Angeles_Male_41_Normal,"41 year old male with smooth, mature voice. West Coast American accent with modern inflections. Clear, friendly speech at measured speed with expressive pitch.",Male,41,Westcoast US,Normal
USA_Los Angeles_Male_39_Fast,"39 year old male with warm, confident voice. West Coast American accent with minimal regional markers. Clear, relaxed speech at brisk speed with minimal pitch variation.",Male,39,Westcoast US,Fast
USA_Miami_Female_19_Slow,"19 year old female with soft, energetic voice. Latin American accent with rolled 'r' sounds. Clear, thoughtful speech at leisurely speed with moderate pitch variation.",Female,19,Latin,Slow
UK_London_Female_37_Normal,"37 year old female with smooth, well-developed voice. British English accent with t-glottalization. Clear, relaxed speech at standard speed with moderate pitch variation.",Female,37,England,Normal
USA_New York_Male_29_Slow,"29 year old male with rich, confident voice. East Coast American accent with distinctive vowel sounds. Clear, neutral speech at leisurely speed with monotone.",Male,29,Eastcoast US,Slow
USA_Los Angeles_Female_28_Fast,"28 year old female with soft, vibrant voice. West Coast American accent with relaxed vowels. Clear, confident speech at swift speed with expressive pitch.",Female,28,Westcoast US,Fast
USA_New York_Female_30_Fast,"30 year old female with rich, vibrant voice. East Coast American accent with faster rhythm. Clear, professional speech at rapid speed with minimal pitch variation.",Female,30,Eastcoast US,Fast
USA_Miami_Male_39_Slow,"39 year old male with smooth, well-developed voice. Latin American accent with syllable-timed pattern. Clear, neutral speech at deliberate speed with minimal pitch variation.",Male,39,Latin,Slow
USA_Los Angeles_Female_30_Fast,"30 year old female with bright, mature voice. West Coast American accent with California vowel shift. Clear, professional speech at quick speed with expressive pitch.",Female,30,Westcoast US,Fast
USA_New York_Male_43_Normal,"43 year old male with resonant, well-developed voice. East Coast American accent with distinctive vowel sounds. Clear, relaxed speech at conversational speed with moderate pitch variation.",Male,43,Eastcoast US,Normal
USA_Los Angeles_Male_35_Normal,"35 year old male with warm, established voice. West Coast American accent with minimal regional markers. Clear, professional speech at conversational speed with expressive pitch.",Male,35,Westcoast US,Normal
USA_Chicago_Female_31_Slow,"31 year old female with warm, confident voice. Midwestern American accent with nasal qualities. Clear, friendly speech at leisurely speed with expressive pitch.",Female,31,Midwest US,Slow
USA_Los Angeles_Female_23_Fast,"23 year old female with rich, energetic voice. West Coast American accent with modern inflections. Clear, professional speech at swift speed with moderate pitch variation.",Female,23,Westcoast US,Fast
USA_Los Angeles_Male_38_Normal,"38 year old male with deep, mature voice. West Coast American accent with modern inflections. Clear, confident speech at standard speed with moderate pitch variation.",Male,38,Westcoast US,Normal
USA_Chicago_Female_15_Normal,"15 year old female with warm, energetic voice. Midwestern American accent with clear 'r' pronunciation. Clear, calm speech at measured speed with moderate pitch variation.",Female,15,Midwest US,Normal
UK_London_Female_26_Normal,"26 year old female with resonant, energetic voice. British English accent with crisp consonants. Clear, confident speech at standard speed with animated pitch.",Female,26,England,Normal
UK_London_Female_39_Fast,"39 year old female with rich, confident voice. British English accent with t-glottalization. Clear, relaxed speech at quick speed with moderate pitch variation.",Female,39,England,Fast
USA_New York_Female_22_Normal,"22 year old female with smooth, youthful voice. East Coast American accent with non-rhotic tendencies. Clear, relaxed speech at moderate speed with moderate pitch variation.",Female,22,Eastcoast US,Normal
USA_New York_Female_49_Slow,"49 year old female with melodic, experienced voice. East Coast American accent with non-rhotic tendencies. Clear, neutral speech at deliberate speed with animated pitch.",Female,49,Eastcoast US,Slow
USA_New York_Male_28_Fast,"28 year old male with baritone, confident voice. East Coast American accent with non-rhotic tendencies. Clear, neutral speech at swift speed with moderate pitch variation.",Male,28,Eastcoast US,Fast
UK_London_Female_48_Slow,"48 year old female with resonant, seasoned voice. British English accent with crisp consonants. Clear, relaxed speech at unhurried speed with animated pitch.",Female,48,England,Slow
USA_Los Angeles_Male_57_Normal,"57 year old male with deep, seasoned voice. West Coast American accent with relaxed vowels. Clear, neutral speech at standard speed with monotone.",Male,57,Westcoast US,Normal
USA_Los Angeles_Female_56_Normal,"56 year old female with smooth, refined voice. West Coast American accent with California vowel shift. Clear, thoughtful speech at moderate speed with moderate pitch variation.",Female,56,Westcoast US,Normal
USA_Chicago_Male_15_Normal,"15 year old male with tenor, energetic voice. Midwestern American accent with rounded 'o' vowels. Clear, confident speech at standard speed with monotone.",Male,15,Midwest US,Normal
USA_Miami_Male_33_Normal,"33 year old male with smooth, confident voice. Latin American accent with rolled 'r' sounds. Clear, enthusiastic speech at conversational speed with expressive pitch.",Male,33,Latin,Normal
USA_Miami_Female_32_Normal,"32 year old female with bright, mature voice. Latin American accent with syllable-timed pattern. Clear, friendly speech at moderate speed with minimal pitch variation.",Female,32,Latin,Normal
USA_Chicago_Male_31_Slow,"31 year old male with smooth, confident voice. Midwestern American accent with nasal qualities. Clear, thoughtful speech at unhurried speed with monotone.",Male,31,Midwest US,Slow
USA_Los Angeles_Male_29_Fast,"29 year old male with baritone, confident voice. West Coast American accent with relaxed vowels. Clear, enthusiastic speech at swift speed with animated pitch.",Male,29,Westcoast US,Fast
USA_Los Angeles_Male_41_Fast,"41 year old male with warm, well-developed voice. West Coast American accent with modern inflections. Clear, neutral speech at accelerated speed with moderate pitch variation.",Male,41,Westcoast US,Fast
UK_London_Female_15_Fast,"15 year old female with warm, energetic voice. British English accent with non-rhotic pronunciation. Clear, neutral speech at accelerated speed with minimal pitch variation.",Female,15,England,Fast
USA_Los Angeles_Male_33_Fast,"33 year old male with baritone, vibrant voice. West Coast American accent with California vowel shift. Clear, professional speech at accelerated speed with minimal pitch variation.",Male,33,Westcoast US,Fast
USA_Miami_Male_29_Normal,"29 year old male with smooth, vibrant voice. Latin American accent with syllable-timed pattern. Clear, enthusiastic speech at measured speed with expressive pitch.",Male,29,Latin,Normal
USA_Dallas_Female_19_Slow,"19 year old female with smooth, vibrant voice. Southern American accent with melodic intonation. Clear, professional speech at unhurried speed with animated pitch.",Female,19,South US,Slow
USA_Los Angeles_Male_35_Fast,"35 year old male with deep, well-developed voice. West Coast American accent with minimal regional markers. Clear, enthusiastic speech at rapid speed with animated pitch.",Male,35,Westcoast US,Fast
IND_Delhi_Male_20_Slow,"20 year old male with strong, youthful voice. Indian accent with unique intonation. Clear, thoughtful speech at measured speed with expressive pitch.",Male,20,India,Slow
USA_Dallas_Male_78_Fast,"78 year old male with rich, seasoned voice. Southern American accent with softened consonants. Clear, confident speech at brisk speed with expressive pitch.",Male,78,South US,Fast
USA_New York_Male_46_Fast,"46 year old male with strong, mature voice. East Coast American accent with non-rhotic tendencies. Clear, thoughtful speech at quick speed with minimal pitch variation.",Male,46,Eastcoast US,Fast
USA_Miami_Female_58_Normal,"58 year old female with soprano, experienced voice. Latin American accent with syllable-timed pattern. Clear, friendly speech at measured speed with moderate pitch variation.",Female,58,Latin,Normal
USA_New York_Male_60_Normal,"60 year old male with gravelly, refined voice. East Coast American accent with faster rhythm. Clear, professional speech at moderate speed with minimal pitch variation.",Male,60,Eastcoast US,Normal
USA_New York_Male_57_Normal,"57 year old male with rich, refined voice. East Coast American accent with non-rhotic tendencies. Clear, professional speech at measured speed with expressive pitch.",Male,57,Eastcoast US,Normal
USA_Los Angeles_Female_53_Normal,"53 year old female with alto, self-assured voice. West Coast American accent with relaxed vowels. Clear, thoughtful speech at moderate speed with animated pitch.",Female,53,Westcoast US,Normal
USA_Miami_Female_74_Fast,"74 year old female with soprano, weathered voice. Latin American accent with distinctive vowel stress. Clear, professional speech at accelerated speed with monotone.",Female,74,Latin,Fast
USA_New York_Female_29_Slow,"29 year old female with soft, confident voice. East Coast American accent with non-rhotic tendencies. Clear, neutral speech at leisurely speed with expressive pitch.",Female,29,Eastcoast US,Slow
USA_Los Angeles_Male_38_Slow,"38 year old male with warm, well-developed voice. West Coast American accent with California vowel shift. Clear, confident speech at leisurely speed with monotone.",Male,38,Westcoast US,Slow
UK_London_Female_43_Fast,"43 year old female with alto, confident voice. British English accent with t-glottalization. Clear, friendly speech at brisk speed with expressive pitch.",Female,43,England,Fast
USA_Chicago_Female_51_Slow,"51 year old female with soprano, mature voice. Midwestern American accent with rounded 'o' vowels. Clear, calm speech at leisurely speed with animated pitch.",Female,51,Midwest US,Slow
USA_Miami_Male_43_Normal,"43 year old male with rich, confident voice. Latin American accent with syllable-timed pattern. Clear, enthusiastic speech at measured speed with expressive pitch.",Male,43,Latin,Normal
UK_London_Male_40_Normal,"40 year old male with strong, mature voice. British English accent with distinct vowel sounds. Clear, confident speech at measured speed with animated pitch.",Male,40,England,Normal
USA_Miami_Male_46_Normal,"46 year old male with deep, self-assured voice. Latin American accent with syllable-timed pattern. Clear, thoughtful speech at standard speed with expressive pitch.",Male,46,Latin,Normal
USA_New York_Male_29_Normal,"29 year old male with gravelly, vibrant voice. East Coast American accent with faster rhythm. Clear, thoughtful speech at standard speed with monotone.",Male,29,Eastcoast US,Normal
USA_Dallas_Female_29_Normal,"29 year old female with resonant, energetic voice. Southern American accent with distinctive rhythm. Clear, confident speech at measured speed with animated pitch.",Female,29,South US,Normal
UK_London_Female_44_Fast,"44 year old female with clear, well-developed voice. British English accent with crisp consonants. Clear, friendly speech at swift speed with animated pitch.",Female,44,England,Fast
USA_Los Angeles_Male_52_Fast,"52 year old male with husky, seasoned voice. West Coast American accent with California vowel shift. Clear, thoughtful speech at accelerated speed with expressive pitch.",Male,52,Westcoast US,Fast
USA_New York_Female_28_Slow,"28 year old female with resonant, mature voice. East Coast American accent with distinctive vowel sounds. Clear, calm speech at leisurely speed with monotone.",Female,28,Eastcoast US,Slow
USA_New York_Male_33_Slow,"33 year old male with rich, confident voice. East Coast American accent with distinctive vowel sounds. Clear, friendly speech at leisurely speed with minimal pitch variation.",Male,33,Eastcoast US,Slow
USA_Miami_Female_63_Normal,"63 year old female with warm, mature voice. Latin American accent with syllable-timed pattern. Clear, confident speech at conversational speed with expressive pitch.",Female,63,Latin,Normal
USA_Dallas_Female_33_Slow,"33 year old female with soprano, confident voice. Southern American accent with distinctive rhythm. Clear, relaxed speech at leisurely speed with monotone.",Female,33,South US,Slow
USA_Chicago_Male_34_Normal,"34 year old male with warm, mature voice. Midwestern American accent with flat 'a' sounds. Clear, neutral speech at moderate speed with expressive pitch.",Male,34,Midwest US,Normal
USA_New York_Male_45_Fast,"45 year old male with gravelly, seasoned voice. East Coast American accent with strong consonants. Clear, calm speech at accelerated speed with monotone.",Male,45,Eastcoast US,Fast
UK_London_Male_20_Fast,"20 year old male with gravelly, youthful voice. British English accent with distinct vowel sounds. Clear, thoughtful speech at rapid speed with minimal pitch variation.",Male,20,England,Fast
USA_Miami_Female_61_Slow,"61 year old female with bright, seasoned voice. Latin American accent with syllable-timed pattern. Clear, confident speech at leisurely speed with animated pitch.",Female,61,Latin,Slow
USA_New York_Female_25_Slow,"25 year old female with resonant, mature voice. East Coast American accent with non-rhotic tendencies. Clear, calm speech at leisurely speed with expressive pitch.",Female,25,Eastcoast US,Slow
UK_London_Female_35_Normal,"35 year old female with warm, mature voice. British English accent with distinct vowel sounds. Clear, thoughtful speech at measured speed with minimal pitch variation.",Female,35,England,Normal
USA_New York_Female_18_Slow,"18 year old female with warm, vibrant voice. East Coast American accent with faster rhythm. Clear, professional speech at leisurely speed with animated pitch.",Female,18,Eastcoast US,Slow
CA_Montreal_Female_64_Fast,"64 year old female with rich, experienced voice. French accent with nasal vowels. Clear, enthusiastic speech at swift speed with animated pitch.",Female,64,French,Fast
USA_Los Angeles_Female_28_Normal,"28 year old female with warm, mature voice. West Coast American accent with relaxed vowels. Clear, neutral speech at standard speed with minimal pitch variation.",Female,28,Westcoast US,Normal
USA_Los Angeles_Female_43_Normal,"43 year old female with alto, well-developed voice. West Coast American accent with minimal regional markers. Clear, confident speech at measured speed with monotone.",Female,43,Westcoast US,Normal
AUS_Sydney_Male_27_Slow,"27 year old male with warm, vibrant voice. Australian accent with non-rhotic pronunciation. Clear, thoughtful speech at leisurely speed with animated pitch.",Male,27,Australia,Slow
USA_Dallas_Male_42_Normal,"42 year old male with baritone, mature voice. Southern American accent with distinctive rhythm. Clear, thoughtful speech at measured speed with animated pitch.",Male,42,South US,Normal
USA_Miami_Male_40_Fast,"40 year old male with strong, mature voice. Latin American accent with rolled 'r' sounds. Clear, thoughtful speech at quick speed with animated pitch.",Male,40,Latin,Fast
USA_Los Angeles_Female_39_Fast,"39 year old female with warm, mature voice. West Coast American accent with California vowel shift. Clear, enthusiastic speech at accelerated speed with monotone.",Female,39,Westcoast US,Fast
USA_Chicago_Male_25_Normal,"25 year old male with gravelly, confident voice. Midwestern American accent with rounded 'o' vowels. Clear, professional speech at moderate speed with moderate pitch variation.",Male,25,Midwest US,Normal
USA_New York_Male_35_Slow,"35 year old male with rich, established voice. East Coast American accent with non-rhotic tendencies. Clear, professional speech at leisurely speed with monotone.",Male,35,Eastcoast US,Slow
UK_London_Male_43_Fast,"43 year old male with gravelly, well-developed voice. British English accent with non-rhotic pronunciation. Clear, professional speech at swift speed with animated pitch.",Male,43,England,Fast
USA_New York_Female_21_Slow,"21 year old female with alto, vibrant voice. East Coast American accent with non-rhotic tendencies. Clear, professional speech at measured speed with minimal pitch variation.",Female,21,Eastcoast US,Slow
UK_London_Male_46_Normal,"46 year old male with baritone, self-assured voice. British English accent with t-glottalization. Clear, professional speech at conversational speed with moderate pitch variation.",Male,46,England,Normal
USA_Miami_Female_45_Normal,"45 year old female with resonant, experienced voice. Latin American accent with rolled 'r' sounds. Clear, thoughtful speech at conversational speed with animated pitch.",Female,45,Latin,Normal
USA_Los Angeles_Female_67_Slow,"67 year old female with smooth, dignified voice. West Coast American accent with California vowel shift. Clear, calm speech at deliberate speed with animated pitch.",Female,67,Westcoast US,Slow
USA_Chicago_Female_38_Slow,"38 year old female with clear, mature voice. Midwestern American accent with nasal qualities. Clear, relaxed speech at measured speed with monotone.",Female,38,Midwest US,Slow
USA_Los Angeles_Female_26_Slow,"26 year old female with rich, confident voice. West Coast American accent with modern inflections. Clear, calm speech at leisurely speed with moderate pitch variation.",Female,26,Westcoast US,Slow
USA_Los Angeles_Female_50_Slow,"50 year old female with rich, self-assured voice. West Coast American accent with relaxed vowels. Clear, thoughtful speech at deliberate speed with animated pitch.",Female,50,Westcoast US,Slow
USA_New York_Female_26_Normal,"26 year old female with resonant, energetic voice. East Coast American accent with faster rhythm. Clear, neutral speech at moderate speed with moderate pitch variation.",Female,26,Eastcoast US,Normal
USA_Los Angeles_Male_17_Fast,"17 year old male with tenor, fresh voice. West Coast American accent with modern inflections. Clear, friendly speech at accelerated speed with moderate pitch variation.",Male,17,Westcoast US,Fast
USA_Los Angeles_Male_35_Slow,"35 year old male with warm, mature voice. West Coast American accent with minimal regional markers. Clear, enthusiastic speech at measured speed with monotone.",Male,35,Westcoast US,Slow
USA_Los Angeles_Male_27_Fast,"27 year old male with warm, vibrant voice. West Coast American accent with relaxed vowels. Clear, neutral speech at brisk speed with animated pitch.",Male,27,Westcoast US,Fast
CA_Montreal_Female_16_Normal,"16 year old female with bright, fresh voice. French accent with even stress pattern. Clear, friendly speech at standard speed with minimal pitch variation.",Female,16,French,Normal
USA_Los Angeles_Male_27_Slow,"27 year old male with resonant, vibrant voice. West Coast American accent with minimal regional markers. Clear, relaxed speech at deliberate speed with minimal pitch variation.",Male,27,Westcoast US,Slow
USA_New York_Male_57_Fast,"57 year old male with strong, mature voice. East Coast American accent with distinctive vowel sounds. Clear, thoughtful speech at quick speed with moderate pitch variation.",Male,57,Eastcoast US,Fast
USA_Los Angeles_Male_42_Slow,"42 year old male with deep, confident voice. West Coast American accent with minimal regional markers. Clear, professional speech at deliberate speed with monotone.",Male,42,Westcoast US,Slow
CA_Montreal_Male_16_Fast,"16 year old male with husky, energetic voice. French accent with nasal vowels. Clear, friendly speech at accelerated speed with monotone.",Male,16,French,Fast
USA_New York_Female_56_Slow,"56 year old female with alto, seasoned voice. East Coast American accent with distinctive vowel sounds. Clear, thoughtful speech at deliberate speed with minimal pitch variation.",Female,56,Eastcoast US,Slow
CA_Montreal_Female_21_Normal,"21 year old female with bright, vibrant voice. French accent with distinct liaison. Clear, calm speech at conversational speed with expressive pitch.",Female,21,French,Normal
USA_Los Angeles_Male_28_Fast,"28 year old male with baritone, confident voice. West Coast American accent with relaxed vowels. Clear, friendly speech at brisk speed with animated pitch.",Male,28,Westcoast US,Fast
USA_Dallas_Male_41_Fast,"41 year old male with resonant, confident voice. Southern American accent with distinctive rhythm. Clear, thoughtful speech at swift speed with monotone.",Male,41,South US,Fast
USA_Los Angeles_Female_15_Slow,"15 year old female with rich, youthful voice. West Coast American accent with modern inflections. Clear, professional speech at unhurried speed with monotone.",Female,15,Westcoast US,Slow
USA_New York_Female_24_Normal,"24 year old female with clear, fresh voice. East Coast American accent with strong consonants. Clear, enthusiastic speech at measured speed with monotone.",Female,24,Eastcoast US,Normal
UK_London_Female_35_Fast,"35 year old female with bright, confident voice. British English accent with distinct vowel sounds. Clear, relaxed speech at swift speed with expressive pitch.",Female,35,England,Fast
USA_Chicago_Female_20_Normal,"20 year old female with smooth, fresh voice. Midwestern American accent with nasal qualities. Clear, calm speech at standard speed with monotone.",Female,20,Midwest US,Normal
USA_Los Angeles_Male_29_Normal,"29 year old male with deep, mature voice. West Coast American accent with California vowel shift. Clear, enthusiastic speech at moderate speed with animated pitch.",Male,29,Westcoast US,Normal
USA_Los Angeles_Male_25_Normal,"25 year old male with rich, confident voice. West Coast American accent with California vowel shift. Clear, relaxed speech at measured speed with minimal pitch variation.",Male,25,Westcoast US,Normal
USA_Chicago_Male_38_Fast,"38 year old male with husky, mature voice. Midwestern American accent with rounded 'o' vowels. Clear, calm speech at swift speed with expressive pitch.",Male,38,Midwest US,Fast
USA_Los Angeles_Male_55_Slow,"55 year old male with resonant, refined voice. West Coast American accent with minimal regional markers. Clear, professional speech at leisurely speed with moderate pitch variation.",Male,55,Westcoast US,Slow
USA_Los Angeles_Male_58_Normal,"58 year old male with tenor, refined voice. West Coast American accent with California vowel shift. Clear, thoughtful speech at moderate speed with minimal pitch variation.",Male,58,Westcoast US,Normal
USA_Dallas_Female_30_Normal,"30 year old female with rich, vibrant voice. Southern American accent with drawled vowels. Clear, enthusiastic speech at conversational speed with moderate pitch variation.",Female,30,South US,Normal
UK_London_Male_36_Slow,"36 year old male with deep, established voice. British English accent with crisp consonants. Clear, professional speech at deliberate speed with minimal pitch variation.",Male,36,England,Slow
USA_Chicago_Female_18_Slow,"18 year old female with soprano, youthful voice. Midwestern American accent with nasal qualities. Clear, confident speech at unhurried speed with animated pitch.",Female,18,Midwest US,Slow
USA_Chicago_Male_72_Normal,"72 year old male with gravelly, mature voice. Midwestern American accent with flat 'a' sounds. Clear, professional speech at conversational speed with expressive pitch.",Male,72,Midwest US,Normal
USA_Miami_Female_17_Normal,"17 year old female with alto, youthful voice. Latin American accent with syllable-timed pattern. Clear, enthusiastic speech at measured speed with monotone.",Female,17,Latin,Normal
UK_London_Male_30_Normal,"30 year old male with gravelly, confident voice. British English accent with t-glottalization. Clear, confident speech at conversational speed with moderate pitch variation.",Male,30,England,Normal
USA_Los Angeles_Male_51_Fast,"51 year old male with resonant, seasoned voice. West Coast American accent with modern inflections. Clear, enthusiastic speech at accelerated speed with moderate pitch variation.",Male,51,Westcoast US,Fast
USA_New York_Male_33_Normal,"33 year old male with gravelly, vibrant voice. East Coast American accent with faster rhythm. Clear, thoughtful speech at measured speed with expressive pitch.",Male,33,Eastcoast US,Normal
USA_Chicago_Female_26_Slow,"26 year old female with soprano, energetic voice. Midwestern American accent with rounded 'o' vowels. Clear, confident speech at unhurried speed with monotone.",Female,26,Midwest US,Slow
USA_New York_Male_32_Slow,"32 year old male with tenor, energetic voice. East Coast American accent with distinctive vowel sounds. Clear, confident speech at unhurried speed with animated pitch.",Male,32,Eastcoast US,Slow
USA_Miami_Female_29_Fast,"29 year old female with rich, vibrant voice. Latin American accent with Spanish-influenced rhythm. Clear, thoughtful speech at brisk speed with minimal pitch variation.",Female,29,Latin,Fast
USA_Los Angeles_Female_60_Fast,"60 year old female with smooth, seasoned voice. West Coast American accent with modern inflections. Clear, neutral speech at quick speed with expressive pitch.",Female,60,Westcoast US,Fast
USA_Los Angeles_Male_19_Normal,"19 year old male with strong, vibrant voice. West Coast American accent with relaxed vowels. Clear, thoughtful speech at conversational speed with expressive pitch.",Male,19,Westcoast US,Normal
USA_New York_Female_52_Normal,"52 year old female with melodic, mature voice. East Coast American accent with non-rhotic tendencies. Clear, enthusiastic speech at measured speed with minimal pitch variation.",Female,52,Eastcoast US,Normal
USA_Los Angeles_Female_33_Slow,"33 year old female with melodic, energetic voice. West Coast American accent with modern inflections. Clear, thoughtful speech at leisurely speed with monotone.",Female,33,Westcoast US,Slow
USA_New York_Male_26_Fast,"26 year old male with smooth, vibrant voice. East Coast American accent with non-rhotic tendencies. Clear, enthusiastic speech at swift speed with monotone.",Male,26,Eastcoast US,Fast
USA_Miami_Male_56_Slow,"56 year old male with husky, mature voice. Latin American accent with distinctive vowel stress. Clear, enthusiastic speech at deliberate speed with monotone.",Male,56,Latin,Slow
UK_London_Female_34_Normal,"34 year old female with soft, confident voice. British English accent with non-rhotic pronunciation. Clear, enthusiastic speech at measured speed with expressive pitch.",Female,34,England,Normal
USA_Los Angeles_Female_24_Normal,"24 year old female with bright, youthful voice. West Coast American accent with relaxed vowels. Clear, enthusiastic speech at conversational speed with animated pitch.",Female,24,Westcoast US,Normal
USA_New York_Male_32_Fast,"32 year old male with husky, mature voice. East Coast American accent with non-rhotic tendencies. Clear, calm speech at quick speed with minimal pitch variation.",Male,32,Eastcoast US,Fast
CA_Montreal_Female_31_Normal,"31 year old female with alto, energetic voice. French accent with even stress pattern. Clear, relaxed speech at measured speed with expressive pitch.",Female,31,French,Normal
USA_Los Angeles_Female_42_Slow,"42 year old female with alto, mature voice. West Coast American accent with modern inflections. Clear, friendly speech at measured speed with minimal pitch variation.",Female,42,Westcoast US,Slow
USA_Los Angeles_Male_47_Normal,"47 year old male with husky, seasoned voice. West Coast American accent with modern inflections. Clear, enthusiastic speech at conversational speed with expressive pitch.",Male,47,Westcoast US,Normal
USA_Miami_Female_70_Fast,"70 year old female with smooth, seasoned voice. Latin American accent with rolled 'r' sounds. Clear, professional speech at accelerated speed with minimal pitch variation.",Female,70,Latin,Fast
UK_London_Male_42_Normal,"42 year old male with gravelly, mature voice. British English accent with t-glottalization. Clear, calm speech at moderate speed with expressive pitch.",Male,42,England,Normal
CA_Montreal_Male_46_Normal,"46 year old male with warm, seasoned voice. French accent with nasal vowels. Clear, neutral speech at measured speed with minimal pitch variation.",Male,46,French,Normal
USA_New York_Male_73_Normal,"73 year old male with rich, mature voice. East Coast American accent with non-rhotic tendencies. Clear, professional speech at measured speed with animated pitch.",Male,73,Eastcoast US,Normal
USA_New York_Male_30_Fast,"30 year old male with warm, energetic voice. East Coast American accent with strong consonants. Clear, thoughtful speech at quick speed with moderate pitch variation.",Male,30,Eastcoast US,Fast
USA_New York_Female_57_Normal,"57 year old female with clear, seasoned voice. East Coast American accent with non-rhotic tendencies. Clear, friendly speech at moderate speed with minimal pitch variation.",Female,57,Eastcoast US,Normal
USA_Los Angeles_Female_72_Slow,"72 year old female with alto, weathered voice. West Coast American accent with relaxed vowels. Clear, confident speech at leisurely speed with monotone.",Female,72,Westcoast US,Slow
USA_Miami_Male_34_Normal,"34 year old male with rich, energetic voice. Latin American accent with syllable-timed pattern. Clear, friendly speech at moderate speed with expressive pitch.",Male,34,Latin,Normal
